player,team,stat_type,line_score,official
Jalen Brunson,NYK,Pts+Rebs+Asts,54.5,False
Jalen Brunson,NYK,REB,2.5,False
Jalen Brunson,NYK,REB,3.5,False
Jalen Brunson,NYK,Pts+Rebs,35.5,True
Jalen Brunson,NYK,PTS,26.5,False
Jalen Brunson,NYK,Pts+Asts,29.5,False
Jalen Brunson,NYK,Rebs+Asts,14.5,False
Jalen Brunson,NYK,PTS,38.5,False
Jalen Brunson,NYK,PRA In First 5 Minutes,4.0,True
Jalen Brunson,NYK,Pts+Rebs+Asts,39.5,False
Jalen Brunson,NYK,Steals,1.5,True
Jalen Brunson,NYK,Points In First 5 Minutes,3.0,True
Jalen Brunson,NYK,Two Pointers Made,7.5,True
Jalen Brunson,NYK,FG Attempted,21.5,True
Jalen Brunson,NYK,Pts+Asts,34.5,False
Jalen Brunson,NYK,AST,9.5,False
Jalen Brunson,NYK,Pts+Rebs+Asts,49.5,False
Jalen Brunson,NYK,3-PT Made,1.5,False
Jalen Brunson,NYK,Pts+Asts,37.5,False
Jalen Brunson,NYK,Rebs+Asts,9.5,False
Jalen Brunson,NYK,Free Throws Made,7.5,True
Jalen Brunson,NYK,Turnovers,2.5,True
Jalen Brunson,NYK,Steals,0.5,False
Jalen Brunson,NYK,Blocked Shots,0.5,True
Jalen Brunson,NYK,Two Pointers Attempted,15.0,True
Jalen Brunson,NYK,Free Throws Attempted,8.5,True
Jalen Brunson,NYK,3-PT Made,3.5,True
Jalen Brunson,NYK,3-PT Made,4.5,False
Jalen Brunson,NYK,Pts+Asts,44.5,False
Jalen Brunson,NYK,PTS,29.5,False
Jalen Brunson,NYK,PTS,24.5,False
Jalen Brunson,NYK,Pts+Asts,49.5,False
Jalen Brunson,NYK,PTS,30.5,True
Jalen Brunson,NYK,AST,6.5,False
Jalen Brunson,NYK,Pts+Asts,39.5,True
Jalen Brunson,NYK,PTS,39.5,False
Jalen Brunson,NYK,Pts+Rebs,39.5,False
Mikal Bridges,NYK,Turnovers,1.5,True
Mikal Bridges,NYK,REB,2.5,False
Mikal Bridges,NYK,Rebs+Asts,9.5,False
Mikal Bridges,NYK,REB,4.5,True
Mikal Bridges,NYK,Blocked Shots,1.5,True
Mikal Bridges,NYK,PTS,14.5,False
Mikal Bridges,NYK,AST,2.5,False
Mikal Bridges,NYK,3-PT Made,1.5,False
Mikal Bridges,NYK,PTS,17.0,True
Mikal Bridges,NYK,3-PT Made,2.5,True
Mikal Bridges,NYK,PTS,23.5,False
Mikal Bridges,NYK,REB,3.5,False
Mikal Bridges,NYK,Rebs+Asts,11.5,True
Mikal Bridges,NYK,REB,6.5,False
Mikal Bridges,NYK,Pts+Rebs,24.5,True
Mikal Bridges,NYK,Pts+Rebs+Asts,24.5,False
Mikal Bridges,NYK,Pts+Rebs,21.0,False
Mikal Bridges,NYK,Pts+Rebs+Asts,34.5,False
Mikal Bridges,NYK,Pts+Asts,20.0,False
Mikal Bridges,NYK,Pts+Rebs,29.5,False
Mikal Bridges,NYK,REB,5.5,False
Mikal Bridges,NYK,PTS,24.5,False
Mikal Bridges,NYK,Pts+Asts,29.5,False
Mikal Bridges,NYK,Pts+Asts,24.5,True
Mikal Bridges,NYK,AST,3.5,False
Mikal Bridges,NYK,AST,4.5,True
Mikal Bridges,NYK,Steals,0.5,False
Mikal Bridges,NYK,PTS,19.5,False
Mikal Bridges,NYK,AST,5.5,False
Mikal Bridges,NYK,3-PT Made,3.5,False
Mikal Bridges,NYK,PTS,15.5,False
Mikal Bridges,NYK,PTS,12.5,False
Mikal Bridges,NYK,Two Pointers Attempted,9.5,True
Mikal Bridges,NYK,Free Throws Made,1.5,True
Mikal Bridges,NYK,Pts+Rebs+Asts,22.5,False
Mikal Bridges,NYK,Blocked Shots,0.5,False
Mikal Bridges,NYK,Steals,2.5,False
Mikal Bridges,NYK,Steals,1.5,True
Mikal Bridges,NYK,Pts+Rebs+Asts,26.5,True
Mikal Bridges,NYK,Two Pointers Made,5.0,True
Mikal Bridges,NYK,REB,4.0,False
Mikal Bridges,NYK,FG Attempted,14.5,True
Mikal Bridges,NYK,Pts+Rebs+Asts,29.5,False
Mikal Bridges,NYK,Pts+Rebs+Asts,19.5,False
Mikal Bridges,NYK,Pts+Rebs,19.5,False
Karl-Anthony Towns,NYK,PTS,17.5,False
Karl-Anthony Towns,NYK,Pts+Rebs,30.5,False
Karl-Anthony Towns,NYK,Pts+Rebs,31.5,False
Karl-Anthony Towns,NYK,REB,15.5,False
Karl-Anthony Towns,NYK,Free Throws Attempted,5.5,True
Karl-Anthony Towns,NYK,PTS,16.5,False
Karl-Anthony Towns,NYK,3-PT Made,2.5,False
Karl-Anthony Towns,NYK,PTS,29.5,False
Karl-Anthony Towns,NYK,Turnovers,2.5,True
Karl-Anthony Towns,NYK,REB,9.5,False
Karl-Anthony Towns,NYK,Rebs+Asts,14.5,False
Karl-Anthony Towns,NYK,Blocked Shots,1.5,True
Karl-Anthony Towns,NYK,Steals,1.5,True
Karl-Anthony Towns,NYK,Rebs+Asts,17.5,False
Karl-Anthony Towns,NYK,Free Throws Made,4.5,True
Karl-Anthony Towns,NYK,REB,16.5,False
Karl-Anthony Towns,NYK,Pts+Rebs+Asts,29.5,False
Karl-Anthony Towns,NYK,Pts+Asts,19.5,False
Karl-Anthony Towns,NYK,Rebs+Asts,11.5,False
Karl-Anthony Towns,NYK,REB,10.5,False
Karl-Anthony Towns,NYK,Rebs+Asts,10.5,False
Karl-Anthony Towns,NYK,Rebounds In First 5 Minutes,1.5,True
Karl-Anthony Towns,NYK,Two Pointers Attempted,11.0,True
Karl-Anthony Towns,NYK,Blocked Shots,0.5,False
Karl-Anthony Towns,NYK,REB,11.5,True
Karl-Anthony Towns,NYK,REB,8.5,False
Karl-Anthony Towns,NYK,Pts+Rebs,29.5,False
Karl-Anthony Towns,NYK,Pts+Rebs+Asts,39.5,False
Karl-Anthony Towns,NYK,Pts+Rebs,44.5,False
Karl-Anthony Towns,NYK,Pts+Rebs+Asts,44.5,False
Karl-Anthony Towns,NYK,Pts+Rebs,39.5,False
Karl-Anthony Towns,NYK,Two Pointers Made,5.5,True
Karl-Anthony Towns,NYK,Pts+Asts,23.5,True
Karl-Anthony Towns,NYK,Pts+Rebs,34.5,False
Karl-Anthony Towns,NYK,PRA In First 5 Minutes,4.5,True
Karl-Anthony Towns,NYK,AST,2.5,False
Karl-Anthony Towns,NYK,PTS,24.5,False
Karl-Anthony Towns,NYK,Pts+Asts,20.5,False
Karl-Anthony Towns,NYK,PTS,19.5,False
Karl-Anthony Towns,NYK,AST,3.5,True
Karl-Anthony Towns,NYK,PTS,21.5,True
Karl-Anthony Towns,NYK,Pts+Rebs+Asts,35.0,True
Karl-Anthony Towns,NYK,Pts+Rebs+Asts,32.5,False
Karl-Anthony Towns,NYK,Rebs+Asts,12.5,False
Karl-Anthony Towns,NYK,Pts+Asts,29.5,False
Karl-Anthony Towns,NYK,3-PT Attempted,4.5,True
Karl-Anthony Towns,NYK,PTS,27.5,False
Karl-Anthony Towns,NYK,FG Attempted,15.5,True
Karl-Anthony Towns,NYK,3-PT Made,3.5,True
Karl-Anthony Towns,NYK,Rebs+Asts,13.5,True
Karl-Anthony Towns,NYK,Pts+Rebs,33.0,True
Karl-Anthony Towns,NYK,REB,14.5,False
Karl-Anthony Towns,NYK,Points In First 5 Minutes,2.5,True
Landry Shamet,NYK,PTS,4.5,False
Landry Shamet,NYK,Steals,0.5,True
Landry Shamet,NYK,Turnovers,0.5,True
Landry Shamet,NYK,Pts+Rebs+Asts,4.5,False
Landry Shamet,NYK,Rebs+Asts,4.5,True
Landry Shamet,NYK,REB,2.5,False
Landry Shamet,NYK,Pts+Rebs+Asts,7.5,False
Landry Shamet,NYK,Pts+Rebs+Asts,11.5,False
Landry Shamet,NYK,Pts+Rebs+Asts,9.5,True
Landry Shamet,NYK,Rebs+Asts,2.5,False
Landry Shamet,NYK,REB,0.5,False
Landry Shamet,NYK,REB,1.5,True
Landry Shamet,NYK,Pts+Rebs,3.5,False
Landry Shamet,NYK,PTS,2.5,False
Landry Shamet,NYK,Pts+Rebs,7.5,False
Landry Shamet,NYK,Pts+Rebs,9.5,True
Landry Shamet,NYK,Pts+Rebs,11.5,False
Landry Shamet,NYK,Pts+Asts,3.5,False
Landry Shamet,NYK,Pts+Asts,7.5,True
Landry Shamet,NYK,Pts+Asts,9.5,False
Landry Shamet,NYK,PTS,7.5,False
Landry Shamet,NYK,AST,0.5,False
Landry Shamet,NYK,3-PT Made,1.5,True
Landry Shamet,NYK,AST,2.5,False
Landry Shamet,NYK,PTS,5.5,True
Landry Shamet,NYK,AST,1.5,True
Delon Wright,NYK,Pts+Rebs+Asts,4.5,False
Delon Wright,NYK,PTS,5.5,False
Delon Wright,NYK,AST,1.5,True
Delon Wright,NYK,PTS,4.5,True
Delon Wright,NYK,Pts+Rebs+Asts,9.5,False
Delon Wright,NYK,Rebs+Asts,4.5,True
Delon Wright,NYK,REB,2.5,False
Delon Wright,NYK,REB,1.5,True
Delon Wright,NYK,Steals,0.5,False
Delon Wright,NYK,Turnovers,0.5,True
Delon Wright,NYK,Steals,1.5,True
Delon Wright,NYK,AST,2.5,False
Delon Wright,NYK,REB,0.5,False
Delon Wright,NYK,Pts+Rebs+Asts,7.5,True
Delon Wright,NYK,PTS,1.5,False
Delon Wright,NYK,Blocked Shots,0.5,True
Delon Wright,NYK,3-PT Made,0.5,True
Delon Wright,NYK,AST,0.5,False
Karl-Anthony Towns + Pascal Siakam,NYK/IND,Points (Combo),42.0,True
Mikal Bridges + Pascal Siakam,NYK/IND,Points (Combo),38.0,True
Karl-Anthony Towns + Tyrese Haliburton,NYK/IND,Points (Combo),43.5,True
Karl-Anthony Towns + Myles Turner,NYK/IND,Points (Combo),36.0,True
Josh Hart + Pascal Siakam,NYK/IND,Rebounds (Combo),15.0,True
Mitchell Robinson + Pascal Siakam,NYK/IND,Rebounds (Combo),14.0,True
Josh Hart + Myles Turner,NYK/IND,Rebounds (Combo),14.0,True
Mitchell Robinson + Myles Turner,NYK/IND,Rebounds (Combo),13.5,True
Mikal Bridges + Andrew Nembhard,NYK/IND,Assists (Combo),7.5,True
Jalen Brunson + Andrew Nembhard,NYK/IND,Assists (Combo),11.0,True
Josh Hart + Andrew Nembhard,NYK/IND,Assists (Combo),8.5,True
Jalen Brunson + Aaron Nesmith,NYK/IND,3-PT Made (Combo),4.5,True
OG Anunoby + Aaron Nesmith,NYK/IND,3-PT Made (Combo),4.0,True
Mikal Bridges + Tyrese Haliburton,NYK/IND,3-PT Made (Combo),5.0,True
